31;29;63.850247580460554;20.32707146914087
61;68;63.81576495743423;20.28253380405443
91;86;63.83286096000564;20.28547813359563
122;23;63.989414065357984;19.933706642625545
152;62;63.83417327429936;20.268825604749033
182;81;63.81701978075579;20.259619618320958
213;18;63.81326131682189;20.211379267784743
243;36;63.82739108967677;20.29876454867536
273;75;63.83774168290862;20.215148186564146
304;12;63.81812685572237;20.22878224857136
334;31;63.848653430463806;20.27454120491681
364;70;63.829967526466866;20.258125138100326
394;88;63.838349192659535;20.1600288670848
425;25;63.822448581527645;20.287296524529864
455;64;63.827409373632904;20.38446709216803
485;82;63.843223379558154;20.323591978529432
516;20;63.88928366540203;20.179347891921985
546;38;63.832362801251804;20.323857778450936
576;77;63.834640863638604;20.25482173689254
607;14;63.831032756188144;20.283158242231732
637;32;63.81153368204258;20.28339616054384
667;71;63.830009112244866;20.315923905735517
697;90;63.83749354016061;20.171049913724886
728;27;63.776439920247824;20.29027464374334
758;66;63.86243304417577;20.284663981151727
788;84;63.811419884610494;20.279851875220206
819;21;63.8469723215037;20.31026816941706
849;40;63.809067127675306;20.31592807761963
879;79;63.81589963776977;20.323078622328474
910;16;63.85793067005982;20.41924489522653
940;34;63.82175704024099;20.31342279666172
970;73;63.81930735209241;20.31817682046975
1001;0;63.83628461696278;20.219972878977085
1031;29;63.69939614727671;20.17794350218537
1061;68;63.82835685910797;20.317756741910056
1091;86;63.82713731224676;20.279680548028267
1122;23;63.83871689413766;20.31448467569968
1152;62;63.82187440956972;20.298546958126575
1182;81;63.84567004690943;20.286047271325646
1213;18;63.86772244759548;20.21210939263797
1243;36;63.83576275146459;20.323576147055938
1273;75;63.755184448755216;20.31373617768815
1304;12;63.80625532070595;20.321236170488593
1334;31;63.82343871453495;20.30327912767179
1364;70;63.766339991601974;20.172109965791645
1394;88;63.805134649757946;20.324424782283092
1425;25;63.83828894069841;20.329729163117936
1455;64;63.81407508893876;20.30050688286431
1485;82;63.83162656147397;20.319456803290922
1516;20;63.72920987658189;20.02530316031301
1546;38;63.82149083863178;20.26739916453523
1576;77;63.81430465038364;20.373104213188075
1607;14;63.722289850565225;20.351505203615925
1637;32;63.81417488964798;20.27084021852486
1667;71;63.81036501734949;20.308899800451304
1697;90;63.77082873655085;20.496430177439237
1728;27;63.7431879574354;20.214746991241924
1758;66;63.79579546099897;20.201822776041897
1788;84;63.82620693686996;20.32798142031032
1819;21;63.822699414049154;20.317719855302936
1849;40;63.83414766540202;20.270115008369995
1879;79;63.81653280265735;20.25463832179172
1910;16;63.83117632156001;20.23689914360501
1940;34;63.82400684148637;20.28988968796572
1970;73;63.83661061257147;20.329599592019363
2001;0;63.83578051081059;20.230791509265284
2031;29;63.79059766888203;20.346840411198915
2061;68;63.84447590269259;20.235278375533568
2091;86;63.73383928561896;20.335196697897207
2122;23;63.83764278904882;20.327441669197835
2152;62;63.814186825337096;20.323160008374668
2182;81;63.82539233883341;20.232898511551973
2213;18;63.9605107664672;20.44559724236369
2243;36;63.84426622739235;20.28236968554005
2273;75;63.721072722645374;20.11393487538034
2304;12;63.90448264429895;20.546644143154772
2334;31;63.813281479466;20.277658522116838
2364;70;63.792211927559734;20.208123134270224
2394;88;63.80442315059669;20.31342264357382
2425;25;63.82783084609317;20.26276473650318
2455;64;63.82277146682648;20.361034338874564
2485;82;63.85861063874009;20.242347291925256
