660;7;6;40956;33
660;8;1;17187;14
660;8;6;17427;14
660;4;1;12158;10
660;4;6;11835;10
660;6;1;3876;3
660;6;6;3926;3
660;2;1;5820;5
660;2;6;5373;5
690;7;1;55169;45
690;7;6;53725;45
690;3;1;19026;16
690;3;6;18404;16
690;1;1;19984;17
690;1;6;18815;17
690;4;1;22694;18
690;4;6;22081;18
690;8;1;25304;22
690;8;6;27038;22
690;5;1;18730;15
690;5;6;17764;15
690;2;1;13100;11
690;2;6;13602;11
720;5;1;20056;17
720;5;6;20916;17
720;6;1;9492;8
720;6;6;10010;8
720;7;1;24852;22
720;7;6;25057;22
720;1;1;26766;23
720;1;6;26545;23
720;4;1;25772;22
720;4;6;25970;22
720;3;1;19158;17
720;3;6;21498;17
